"ScriptStart","0x1E3E4 0xF6 0x5E000080 0xC0F0 0 0x1 0x1AFE6",,"----------------------------",,,
"Text","2 40 20","Moon","ひゃー　さむーい

コートをとって
くるんだった","It's cold here! I'm gonna go grab a coat!","Stage 5 intro, Moon.",
"Text","2 40 20","Luna","なにいってるの

ほんきょちは
すぐそこなのよ","Absolutely not! The enemy's stronghold

is close by!",,
"Text","2 40 20","Moon","えへー
ごめん、ごめん","Eheh! Okay, sorry!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E020 0xC0 0x5E000080 0xC0F0 0 0x1 0x1AFEA",,"----------------------------",,,
"Text","2 40 20","Luna","ついに

ここまで
きたわね","We've finally arrived.","Stage 5 intro, Mercury.",
"Text","2 40 20","Mercury","むこうから
メタリアの

エナジー
はんのうがあるわ

いきましょう","I can feel Metaria's energy emanating

from inside. Let's go!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E2E4 0x100 0x5E000080 0xC0F0 0 0x1 0x1AFEE",,"----------------------------",,,
"Text","2 40 20","Crow","カァー　カァー
カァー　カァー","Caw, caw, caw!","Stage 5 intro, Mars.",
"Text","2 40 20","Mars","フォボスと
ディモスも

じゃあくな
エナジーを

かんじとって
いるわ

ほんきょちは
ちかいわね","Phobos and Deimos sense dark energy.

The enemy's stronghold must be nearby.",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E0E0 0xB6 0x5E000080 0xC0F0 0 0x1 0x1AFF2",,"----------------------------",,,
"Text","2 40 20","Jupiter","ほんきょちは
ちかいな","The enemy's stronghold must be nearby!","Stage 5 intro, Jupiter.",
"Text","2 40 20","Luna","もうすこしだから
がんばって！","Indeed it is! Keep going!",,
"Text","2 40 20","Jupiter","とにかく
すすむしかないね","Heh! Not like I have a choice...",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E196 0x14E 0x5E000080 0xC0F0 0 0x1 0x1AFF6",,"----------------------------",,,
"Text","2 40 20","Artemis","ほんきょちまで
あとすこし・・・

こころを
しっかりもって

つきすすんで
いくんだ","We're almost to the enemy's stronghold...

Stay sharp and press onward!","Stage 5 intro, Venus.",
"Text","2 40 20","Venus","こころ　ここに
あらざれば

みれども　みえず
[p40]ね","Right! “The eye is blind if the mind is absent.”",,"Original timing is 4 4 20 (mistake?)"
"Text","2 40 20","Artemis","うん、ただしい
つかいかただ！","Well said!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7E924 0x1FE 0x4A000080 0xE050 0 0x1 0x1B06A",,"----------------------------",,,
"Text","2 40 20","Kunzite","まちかねたぞ！
セーラーせんしよ

よくも

わたしの
かわいい

ゾイサイトを！

ゆるさん・・・
ゆるさんぞ！

ゾイサイト・・・
おまえを

かばって
やれなかった

わたしを
ゆるしてくれ

せめて　わたしの
うでのなかで

しなせて
やりたかった

かたきは
うたせてもらう！","I've been waiting for you, Sailor Senshi!

You killed my darling Zoisite,

and now you shall pay!

Zoisite... Please forgive me,

for I failed to protect you!

I shall slay our enemy and avenge

your untimely death!","Stage 5 midboss. Like the Zoisite battle, there's only one set of dialogue for all characters.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7E482 0x24 0x4A000080 0xE050 0 0x1 0x1B0A2",,"----------------------------",,,
"Text","2 40 20","Kunzite","だれだっ！","Who are you?!","Stage 5 midboss exclamation.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E99A 0x13A 0x4A000080 0xE050 0 0x1 0x1B06E",,"----------------------------",,,
"Text","2 40 20","Moon","ああ・・・！？

エンディミオン
さま・・・

いままで

あたしをたすけて
くれたのに・・・

まもるさん！","Huh?

Lord Endymion... Are you here to rescue me?

Mamoru-san...!","Stage 5 boss, Moon.",
"Text","2 40 20","Endymion","・・・・・・・・","......",,
"Text","2 40 20","Moon","あたしのこえが
きこえないの？","Hey! Can't you hear me?",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E4DA 0x100 0x4A000080 0xE050 0 0x1 0x1B072",,"----------------------------",,,
"Text","2 40 20","Mercury","そんな・・・

あの
まもるさんが？","Is that you... Mamoru-san?","Stage 5 boss, Mercury.",
"Text","2 40 20","Endymion","・・・・・・・・","......",,
"Text","2 40 20","Mercury","きっと

せんのうされて
いるんだわ

もとにもどして
あげないと・・・","It seems you're under someone's control.

I'll have to bring you back to your senses...",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E7F0 0x1AA 0x4A000080 0xE050 0 0x1 0x1B076",,"----------------------------",,,
"Text","2 40 20","Mars","エンディミオン、
いや　まもるさん

あなた[p40]は

わすれて
しまったの！？","Endymion--er, Mamoru-san!

Have you lost your mind?","Stage 5 boss, Mars.","Original timing: 4 4 20"
"Text","2 40 20","Endymion","・・・・・・・・","......",,
"Text","2 40 20","Mars","あたしたちと

ともに
たたかったことを

あなたの
あいした

セーラームーンの
ことを！

おもいだして！","Remember when you fought alongside us!

Remember your beloved Sailor Moon!",,
"Text","2 40 20","Endymion","・・・・・・・・","......",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E5DA 0x12E 0x4A000080 0xE050 0 0x1 0x1B07A",,"----------------------------",,,
"Text","2 40 20","Jupiter","いったいこれは？

エンディミオン
さまがてきに！？

しょうきに
もどって！

おねがいだよ","What's wrong, Lord Endymion?

Are you under the enemy's control?

C'mon, snap out of it!!","Stage 5 boss, Jupiter.",
"Text","2 40 20","Endymion","・・・・・・・・","......",,
"Text","2 40 20","Jupiter","だめだ！

きこえてない
みたいだ・・・","It's no use! He can't hear me...",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1E708 0xE8 0x4A000080 0xE050 0 0x1 0x1B07E",,"----------------------------",,,
"Text","2 40 20","Venus","あれは・・・

エンディミオン
さま・・・？","Huh? Lord Endymion...?","Stage 5 boss, Venus.",
"Text","2 40 20","Endymion","・・・・・・・・","......",,
"Text","2 40 20","Venus","まもるさん、
どうしちゃったの

めをさまして！","What's wrong with you, Mamoru-san?

Snap out of it!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1F078 0x124 0x4A000080 0xE050 0 0x1 0x1B082",,"----------------------------",,,
"Text","2 40 20","Moon","まもるさんを
ちからずくで

ものにしよう
なんて

まちがっているわ","Bending Mamoru-san to your will was

a big mistake!","Stage 5 final boss, Moon.",
"Text","2 40 20","Beryl","おのれ・・・
また　わたしから

エンディミオンを
うばおうとする

ゆるさん！","How dare you try to steal Endymion away

from me again!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1EAD4 0x19A 0x4A000080 0xE050 0 0x1 0x1B086",,"----------------------------",,,
"Text","2 40 20","Mercury","エンディミオン
さまは

かえして
もらったわよ","Lord Endymion has come to his senses.","Stage 5 final boss, Mercury.",
"Text","2 40 20","Beryl","なんど

エンディミオンを
うばおうとしても

また　わたしの

とりこにして
みせるわ！","No matter how many times you steal him

from me, I'll just make him my slave again!",,
"Text","2 40 20","Mercury","ムダだわ・・・

あいは

しょうがいに
あうごとに

せいちょう
するものよ","But why...?

After all, love grows with obstacles.",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1EEE0 0x198 0x4A000080 0xE050 0 0x1 0x1B08A",,"----------------------------",,,
"Text","2 40 20","Mars","いくら

エンディミオン
さまを

てにいれても

ほんとうの
あいをしらない

あなたは
かわいそうだわ","You're pathetic! Lord Endymion will

never love you!","Stage 5 final boss, Mars.",
"Text","2 40 20","Beryl","フハハハハ・・・

なにをいいだすと
おもえば

そんなことか

ほしいものは

すべて
てにいれる

ただそれだけだ","Fwahaha... ! It makes no difference to me!

All that matters is that he's mine!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1EC6E 0x126 0x4A000080 0xE050 0 0x1 0x1B08E",,"----------------------------",,,
"Text","2 40 20","Jupiter","あいしあう
ふたりをムリヤリ

ひきはなそう
なんて

ゆるせないね！","I won't let you come between two people

in love!","Stage 5 final boss, Jupiter.",
"Text","2 40 20","Beryl","ふふふふふ・・・

ちからだ、
ちからこそ

ゆいいつ
しんじられる

すべてなのだ","Fwahaha... Love means nothing!

Power is the only thing one can rely on!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1ED94 0x14C 0x4A000080 0xE050 0 0x1 0x1B092",,"----------------------------",,,
"Text","2 40 20","Venus","あいはうばうもの
ではなくて

あたえるものよ！

そうすれば
ひとからも

あいされるように
なるのよ","Love can only be given, not taken!

You can't force someone to love you!","Stage 5 final boss, Venus.",
"Text","2 40 20","Beryl","えーい！

おまえみたいな
こむすめが

あいをかたるなど
こざかしい","Such impudence!

A little fool like you knows nothing of love!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1F704 0x222 0x4A000080 0xE050 0 0x1 0x1AFFA",,"----------------------------",,,
"Text","2 40 20","Moon","クイン・メタリア

せいせいどうどう
しょうぶしなさい","Queen Metaria!

Let's settle this fair and square!","Stage 6 boss, Moon.",
"Text","2 40 20","Metallia","セーラームーンか

あらそいも
なにもない

あんこくの
おうこく・・・

すばらしいと
おもわないか？","Sailor Moon? I've no quarrel with you.

The Dark Kingdom is incredible,

don't you think?",,
"Text","2 40 20","Moon","その　おうこくを
つくるために

なんのつみもない
ひとを　ぎせいに

するなんて
ゆるせない！

つきにかわって
おしおきよ！","No, and I won't let you rebuild it with

innocent lives!

In the name of the moon, I will punish you!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1F19C 0x15E 0x4A000080 0xE050 0 0x1 0x1AFFE",,"----------------------------",,,
"Text","2 40 20","Mercury","かんねん
しなさい！

・・・もう
のこっているのは

クイン・メタリア
あなただけよ！","Only you remain, Queen Metaria!

Accept your fate!","Stage 6 boss, Mercury.",
"Text","2 40 20","Metallia","しょせんベリルも

わたしにはとおく
およばない・・・

わたしのちからを
おもいしるがよい","Even Beryl could not match my strength...

I shall show you how powerful I am!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1F59E 0x166 0x4A000080 0xE050 0 0x1 0x1B002",,"----------------------------",,,
"Text","2 40 20","Mars","ついに
ここまできたわ

ダークキングダム
がほろぶときよ！","This is it!

It's time to take down the Dark Kingdom!","Stage 6 boss, Mars.",
"Text","2 40 20","Metallia","グハハハハ・・・

たったひとりで
なにができる？","Gwahaha! You cannot defeat me alone!",,
"Text","2 40 20","Mars","ひとりじゃないわ

みんなの
しんじあう

こころが
あるかぎり・・・","I'm not alone!

Not as long as everyone has faith in me...",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1F2FA 0x114 0x4A000080 0xE050 0 0x1 0x1B006",,"----------------------------",,,
"Text","2 40 20","Jupiter","ついにきたな","This is it...","Stage 6 boss, Jupiter.",
"Text","2 40 20","Metallia","・・・ちっぽけな
そんざいの

おまえに
なにができる？","...What can you do, puny creature?",,
"Text","2 40 20","Jupiter","あたしの
いのちにかえても

この　ちきゅうを
まもってみせる！","Protect the Earth at all costs!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x1F40E 0x190 0x4A000080 0xE050 0 0x1 0x1B00A",,"----------------------------",,,
"Text","2 40 20","Venus","これが
クイン・メタリア","You're Queen Metaria!","Stage 6 boss, Venus.",
"Text","2 40 20","Metallia","おまえがここまで
これたのは

ぐうぜんでしか
ないのだ・・・

わたしのダーク
パワーにまさる

ものなどない！","It was blind luck that you made it this far!

Nothing can defeat my dark power!",,
"Text","2 40 20","Venus","みんなのきぼうを
せおっているのよ

わたしは
まけられないわ！","Everyone's counting on me! I can't lose!",,
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7EB22 0x140 0x70000083 0xE780 0x14 0x1 0x1B012",,"----------------------------",,,
"Text","4 40 -1","NONE","　　[s10]おぼえているがいい

にんげんに、たにんをにくむ
こころがあるかぎり

わたしは　かならずよみがえる

[s4]　　　　[s2]かならず[s40]！・・・・

[s8]ぐ[s7]わ[s6]あ[s5]あ[s4]あ[s3]あ[s2]あ[s1]ああ・・・[s40]・　　","                [s5]Mark my words!

So long as there is hate within the hearts of humankind, I shall be...

[s2]                      [s1]reborn[s40]!...

[s8]A[s7]r[s6]r[s5]r[s4]g[s3]g[s2]h[s1]hh!..[s40]. ","Stage 6 boss death speech.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7F366 0x2D8 0x70000083 0xE780 0x14 0x1 0x1B016",,"----------------------------",,,
"Text","4 40 -1","NONE","　　　[s10]これでやっと

ふつうの　おんなのこの
せいかつにもどれるのね

おともだちと　みんなで
わいわい　いいながら

オシャレや[s40]　[s10]たべもの[s40]や
[s10]ボーイフレンドのはなしをする

そんな[s40]　[s10]なんでもないこと[s40]や
[s10]ほんのちょっとした

ちいさなことに、よろこびや
しあわせをみつける

[s8]・・・[s10]そんな[s8]・・・[s10]そんな

ふつうの　おんなのこ[s40]の
[s10]せいかつにもどれるのね

そして
あたしも[s20]・・・[s10]まもるさん[s40]と　","[s9]Now I can go back to being a normal teenage girl.

Hanging out with my friends,

talking about food,[s40] [s9]clothes,[s40] [s9]and boys...

Finding joy in the little things.

[s7]All I want[s9] i[s40]s[s9] a normal life...

[s20]...[s9]with Mamoru-san..[s40]. ","Ending, Moon.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7EC62 0x1E4 0x70000083 0xE780 0x14 0x1 0x1B01A",,"----------------------------",,,
"Text","6 40 -1","NONE","たたかいはおわったわ

これからは、ふつうのおんなの
ことして、せいかつできるのね

がんばらなくっちゃ！

がっこうせいかつ[s40]に
[s10]おべんきょう

そしてこいに[s20]・・・

[s10]こいか[s40]・・・
[s10]あたしは、こいに

おくびょうになって
いたのかもしれないわね

あたしも[s40]・・・","With the battle won,

I can go back to living a normal life.

I must focus my efforts on student life[s40],[s6] my studies,

and love[s20]...

[s6]Although[s40]...[s6] I suppose I've been rather timid about falling in love[s40]...","Ending, Mercury.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7F1E4 0x182 0x70000083 0xE780 0x14 0x1 0x1B01E",,"----------------------------",,,
"Text","6 40 -1","NONE","きびしい　たたかいだった[s40]わ
[s10]でも、もうそれもおわり[s20]・・・

[s10]これからは、きぼうとじゆうに
みちあふれた

せいかつが　まっているのね

あたし[s40]も
[s10]ゆういちろうと[s40]・・・

[s10]やだ、なにいってるのかし[s40]ら
　　　","Our long fight[s40] [s6]has come to an end[s20]...

[s6]Now I'm free to live my life to the fullest.

Perhaps[s40] [s6]Yuuichiro and I could[s40]...

[s6]Oops! Did I say that out loud[s40]?   ","Ending, Mars.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7EE46 0x1FA 0x70000083 0xE780 0x14 0x1 0x1B022",,"----------------------------",,,
"Text","7 40 -1","NONE","おわった[s20]・・[s40]・
[s10]この、ながいたたかいも[s40]・・・

[s10]これで、ふつうのおんなのこ[s40]に
[s10]もどれるんだな

あたしも　まえにむかって
あるいていかないと[s20]・・・

[s6]いつまでも、せんぱいのかげを

おいかけているだけじゃ
だめなんだ[s40]！　　

[s4]そう[s40]・・・　
[s6]おもいっきり[s40]　[s6]こいをしよう[p120]！","Our long battle is finally over[s40]...

[s7]Now I can go back to being[s40] [s7]a normal teenage girl.

I can't keep pining after Senpai, though[s40]...

[s5]I have to move on.

[p120][s4]I have to look for[s40] [s5]a new[s40] [s5]love!","Ending, Jupiter.",
"ScriptEnd",,,"----------------------------",,,
"ScriptStart","0x7F040 0x1A4 0x70000083 0xE780 0x14 0x1 0x1B026",,"----------------------------",,,
"Text","6 40 -1","NONE","ついにおわったのね

ながく、くるしかった
たたかいも[s40]・・・

[s10]やっと、もどれるのね
ふつうのせいかつに[s40]・・・

[s6]あたしも　あるきだそう[s40]！　

[s10]じっとしてちゃ
なにも、はじまらないわ

あたらし[s40]い
[s10]こいをみつけに[s40]・・・　　　","Our long and difficult fight is over[s40]...

[s6]Now I can go back to living a normal life[s40].

[s4]However, nothing will change if I'm hung up on the past[s40]!

[s6]I must move on and search for[s40] [s6]a new love[s40]...!   ","Ending, Venus.",
"ScriptEnd",,,"----------------------------",,,
